Vg (V),Id (A),G (S),cycle,idx_in_cycle
0.5600000000000012,-2.66695e-05,-4.762410714285704e-05,1,68
0.5800000000000012,-2.42779e-05,-4.1858448275861985e-05,1,69
0.6000000000000012,-2.2037e-05,-3.672833333333326e-05,1,70
0.6200000000000012,-1.99611e-05,-3.21953225806451e-05,1,71
0.6400000000000012,-1.80528e-05,-2.8207499999999946e-05,1,72
0.6600000000000013,-1.63105e-05,-2.471287878787874e-05,1,73
0.6800000000000013,-1.47358e-05,-2.167029411764702e-05,1,74
0.7000000000000013,-1.33166e-05,-1.9023714285714253e-05,1,75
0.7200000000000013,-1.20428e-05,-1.672611111111108e-05,1,76
0.7400000000000013,-1.09026e-05,-1.4733243243243216e-05,1,77
0.7600000000000013,-9.90599e-06,-1.303419736842103e-05,1,78
0.7800000000000014,-8.97071e-06,-1.1500910256410235e-05,1,79
0.8000000000000014,-8.15242e-06,-1.0190524999999982e-05,1,80
0.7800000000000014,-9.82303e-06,-1.2593628205128182e-05,1,81
0.7600000000000013,-1.15705e-05,-1.5224342105263131e-05,1,82
0.7400000000000013,-1.34012e-05,-1.8109729729729695e-05,1,83
0.7200000000000013,-1.53194e-05,-2.1276944444444408e-05,1,84
0.7000000000000013,-1.73322e-05,-2.476028571428567e-05,1,85
0.6800000000000013,-1.9446e-05,-2.8597058823529358e-05,1,86
0.6600000000000013,-2.16663e-05,-3.282772727272721e-05,1,87
0.6400000000000012,-2.39937e-05,-3.7490156249999926e-05,1,88
